state,b117,p1,b1351,date
RI,7,0,0,2021-03-30
SC,83,0,65,2021-03-30
SD,14,0,1,2021-03-30
TN,246,1,1,2021-03-30
TX,414,3,3,2021-03-30
UT,164,3,0,2021-03-30
VA,190,0,30,2021-03-30
VI,0,0,0,2021-03-30
VT,12,0,0,2021-03-30
WA,152,2,16,2021-03-30
WI,78,1,2,2021-03-30
WV,53,0,0,2021-03-30
WY,9,0,0,2021-03-30
AK,3,5,0,2021-04-01
AL,105,0,1,2021-04-01
AR,7,0,0,2021-04-01
AS,0,0,0,2021-04-01
AZ,95,5,0,2021-04-01
CA,822,33,10,2021-04-01
CO,894,0,23,2021-04-01
CT,379,2,7,2021-04-01
DC,40,0,2,2021-04-01
DE,17,0,1,2021-04-01
FL,2351,55,16,2021-04-01
FM,0,0,0,2021-04-01
GA,592,1,22,2021-04-01
GU,0,0,0,2021-04-01
HI,13,0,5,2021-04-01
IA,89,0,0,2021-04-01
ID,30,0,2,2021-04-01
IL,218,19,3,2021-04-01
IN,137,1,2,2021-04-01
KS,27,0,0,2021-04-01
KY,64,0,0,2021-04-01
LA,51,0,0,2021-04-01
MA,712,58,12,2021-04-01
MD,611,1,39,2021-04-01
ME,15,1,4,2021-04-01
MH,0,0,0,2021-04-01
MI,1237,0,5,2021-04-01
MN,526,2,8,2021-04-01
MO,16,0,0,2021-04-01
MP,0,0,0,2021-04-01
MS,42,0,1,2021-04-01
MT,8,0,0,2021-04-01
NC,178,0,29,2021-04-01
ND,7,0,0,2021-04-01
NE,51,2,0,2021-04-01
NH,101,0,0,2021-04-01
NJ,389,3,1,2021-04-01
NM,21,0,0,2021-04-01
NV,62,0,1,2021-04-01
NY,136,0,1,2021-04-01
OH,398,10,3,2021-04-01
OK,0,1,0,2021-04-01
OR,18,1,0,2021-04-01
PA,431,0,3,2021-04-01
PR,1,0,0,2021-04-01
PW,0,0,0,2021-04-01
RI,7,0,0,2021-04-01
SC,86,0,68,2021-04-01
SD,14,0,1,2021-04-01
TN,318,4,1,2021-04-01
TX,414,3,3,2021-04-01
UT,207,3,0,2021-04-01
VA,190,0,30,2021-04-01
VI,0,0,0,2021-04-01
VT,12,0,0,2021-04-01
WA,223,13,17,2021-04-01
WI,78,1,2,2021-04-01
WV,53,0,0,2021-04-01
WY,9,0,0,2021-04-01
